id,label
813,0
814,0
815,1
816,0
817,1
818,0
819,1
820,0
821,1
822,0
823,1
824,0
825,1
826,1
827,0
828,1
829,0
830,0
831,1
832,1
833,0
834,0
835,1
836,0
837,0
838,1
839,1
840,1
841,1
842,1
843,0
844,1
845,0
846,0
847,0
848,0
849,1
850,0
851,0
852,1
853,1
854,0
855,1
856,0
857,1
858,1
859,0
860,0
861,1
862,1
863,1
864,1
865,0
866,1
867,1
868,0
869,0
870,1
871,1
872,0
873,0
874,1
875,0
876,1
877,0
878,0
879,0
880,0
881,0
882,1
883,0
884,1
885,1
886,1
887,1
888,1
889,0
890,1
891,1
892,1
893,1
894,0
895,0
896,1
897,1
898,1
899,0
900,0
901,1
902,0
903,0
904,0
905,0
906,1
907,1
908,0
909,1
910,1
911,0
912,0
913,1
914,1
915,1
916,0
917,0
918,1
919,0
920,0
921,0
922,0
923,1
924,1
925,1
926,1
927,1
928,0
929,0
930,1
931,1
932,1
933,0
934,1
935,0
936,1
937,0
938,0
939,0
940,0
941,0
942,1
943,0
944,1
945,1
946,1
947,0
948,0
949,1
950,0
951,0
952,1
953,1
954,1
955,0
956,1
957,0
958,1
959,1
960,1
961,0
962,0
963,1
964,0
965,0
966,0
967,0
968,1
969,1
970,1
971,1
972,1
973,1
974,0
975,1
976,0
977,1
978,1
979,0
980,0
981,1
982,0
983,0
984,1
985,0
986,0
987,1
988,1
989,0
990,1
991,1
992,1
993,0
994,0
995,0
996,0
997,1
998,1
999,0
1000,0
1001,0
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,1
1013,1
1014,0
1015,1
1016,0
1017,1
1018,1
1019,1
1020,0
1021,0
1022,1
1023,0
1024,1
1025,1
1026,1
1027,0
1028,0
1029,0
1030,0
1031,1
1032,1
1033,0
1034,0
1035,1
1036,1
1037,1
1038,0
1039,1
1040,0
1041,0
1042,1
1043,0
1044,1
1045,0
1046,1
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,1
1056,1
1057,1
1058,0
1059,0
1060,0
1061,0
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,1
1069,1
1070,0
1071,0
1072,0
1073,1
1074,0
1075,0
1076,0
1077,1
1078,1
1079,1
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,1
1089,1
1090,0
1091,0
1092,1
1093,1
1094,0
1095,0
1096,0
1097,0
1098,0
1099,1
1100,0
1101,0
1102,1
1103,0
1104,1
1105,1
1106,0
1107,0
1108,1
1109,0
1110,0
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,0
1121,1
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,0
1129,1
1130,1
1131,0
1132,1
1133,0
1134,0
1135,0
1136,1
1137,1
1138,1
1139,0
1140,0
1141,1
1142,1
1143,0
1144,0
1145,1
1146,0
1147,0
1148,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,0
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,0
1168,1
1169,0
1170,0
1171,1
1172,0
1173,0
1174,0
1175,1
1176,1
1177,1
1178,0
1179,1
1180,0
1181,1
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,1
1190,0
1191,0
1192,0
1193,1
1194,0
1195,1
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,1
1203,0
1204,1
1205,0
1206,0
1207,0
1208,0
1209,1
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,1
1217,1
1218,1
1219,1
1220,0
1221,0
1222,0
1223,1
1224,0
1225,1
1226,0
1227,1
1228,0
1229,1
1230,1
1231,1
1232,0
1233,1
1234,0
1235,0
1236,1
1237,1
1238,0
1239,0
1240,0
1241,0
1242,0
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,0
1252,0
1253,1
1254,1
1255,0
1256,1
1257,1
1258,0
1259,1
1260,1
1261,0
1262,1
1263,1
1264,0
1265,0
1266,0
1267,1
1268,1
1269,1
1270,0
1271,0
1272,0
1273,0
1274,1
1275,1
1276,1
1277,1
1278,0
1279,1
1280,0
1281,1
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,1
1290,1
1291,0
1292,0
1293,1
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,0
1301,1
1302,0
1303,1
1304,0
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,0
1312,0
1313,1
1314,1
1315,0
1316,1
1317,1
1318,1
1319,1
1320,0
1321,1
1322,0
1323,0
1324,0
1325,1
1326,0
1327,1
1328,0
1329,1
1330,1
1331,1
1332,1
1333,0
1334,0
1335,1
1336,0
1337,1
1338,1
1339,1
1340,1
1341,1
1342,0
1343,1
1344,0
1345,0
1346,0
1347,0
1348,0
1349,1
1350,1
1351,0
1352,1
1353,1
1354,1
1355,0
1356,0
1357,1
1358,1
1359,1
1360,0
1361,1
1362,0
1363,1
1364,0
1365,1
1366,1
1367,1
1368,1
1369,0
1370,1
1371,1
1372,0
1373,0
1374,1
1375,0
1376,1
1377,1
1378,0
1379,1
1380,0
1381,1
1382,1
1383,0
1384,1
1385,1
1386,0
1387,1
1388,1
1389,0
1390,0
1391,0
1392,0
1393,1
1394,0
1395,1
1396,0
1397,1
1398,0
1399,0
1400,0
1401,0
1402,1
1403,0
1404,0
1405,1
1406,0
1407,1
1408,0
1409,0
1410,1
1411,0
1412,0
1413,0
1414,1
1415,0
1416,1
1417,1
1418,0
1419,0
1420,1
1421,0
1422,0
1423,1
1424,1
1425,1
1426,0
1427,0
1428,0
1429,1
1430,1
1431,0
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,0
1439,0
1440,1
1441,1
1442,0
1443,1
1444,0
1445,1
1446,1
1447,1
1448,0
1449,0
1450,1
1451,1
1452,1
1453,0
1454,0
1455,1
1456,0
1457,1
1458,0
1459,0
1460,1
1461,0
1462,1
1463,0
1464,0
1465,0
1466,1
1467,0
1468,1
1469,1
1470,0
1471,1
1472,1
1473,1
1474,0
1475,1
1476,0
1477,1
1478,0
1479,0
1480,0
1481,0
1482,1
1483,0
1484,1
1485,1
1486,0
1487,1
1488,0
1489,0
1490,1
1491,0
1492,1
1493,1
1494,1
1495,0
1496,1
1497,1
1498,1
1499,0
1500,1
1501,1
1502,0
1503,0
1504,0
1505,1
1506,1
1507,0
1508,1
1509,0
1510,0
1511,1
1512,0
1513,0
1514,1
1515,1
1516,1
1517,0
1518,1
1519,0
1520,1
1521,1
1522,1
1523,1
1524,1
1525,0
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,0
1538,1
1539,0
1540,1
1541,0
1542,0
1543,0
1544,1
1545,1
1546,0
1547,1
1548,1
1549,1
1550,1
1551,1
1552,0
1553,1
1554,0
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,1
1562,0
1563,0
1564,0
1565,0
1566,1
1567,1
1568,0
1569,0
1570,0
1571,0
1572,1
1573,0
1574,1
1575,1
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,1
1588,1
1589,0
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,1
1608,0
1609,1
1610,1
1611,1
1612,1
1613,1
1614,0
1615,0
1616,0
1617,0
1618,1
1619,0
1620,0
1621,1
1622,1
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,1
1631,1
1632,0
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,1
1641,0
1642,1
1643,1
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,0
1652,0
1653,0
1654,1
1655,0
1656,1
1657,0
1658,1
1659,1
1660,0
1661,1
1662,1
1663,1
1664,1
1665,0
1666,0
1667,1
1668,1
1669,1
1670,0
1671,1
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,0
1683,1
1684,0
1685,0
1686,1
1687,0
1688,0
1689,1
1690,1
1691,1
1692,0
1693,1
1694,0
1695,1
1696,0
1697,1
1698,1
1699,1
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,0
1707,1
1708,0
1709,1
1710,1
1711,1
1712,0
1713,1
1714,0
1715,0
1716,1
1717,1
1718,1
1719,0
1720,1
1721,0
1722,1
1723,1
1724,1
1725,0
1726,1
1727,0
1728,0
1729,1
1730,0
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,0
1740,1
1741,1
1742,0
1743,0
1744,0
1745,0
1746,1
1747,0
1748,1
1749,1
1750,0
1751,1
1752,0
1753,1
1754,0
1755,0
1756,0
1757,0
1758,0
1759,1
1760,0
1761,1
1762,0
1763,1
1764,1
1765,1
1766,0
1767,1
1768,1
1769,0
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,1
1777,0
1778,1
1779,0
1780,0
1781,0
1782,1
1783,1
1784,0
1785,0
1786,1
1787,0
1788,1
1789,1
1790,0
1791,0
1792,1
1793,0
1794,1
1795,0
1796,1
1797,0
1798,1
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,0
1807,0
1808,0
1809,0
1810,1
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,0
1824,0
1825,1
1826,1
1827,0
1828,0
1829,0
1830,1
1831,0
1832,1
1833,1
1834,0
1835,0
1836,1
1837,0
1838,1
1839,0
1840,0
1841,0
1842,1
1843,1
1844,0
1845,0
1846,1
1847,0
1848,1
1849,1
1850,0
1851,1
1852,0
1853,0
1854,1
1855,1
1856,0
1857,1
1858,0
1859,1
1860,1
1861,0
1862,0
1863,0
1864,0
1865,0
1866,1
1867,0
1868,0
1869,0
1870,0
1871,0
1872,1
1873,1
1874,1
1875,0
1876,0
1877,0
1878,1
1879,0
1880,0
1881,1
1882,0
1883,1
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,1
1892,1
1893,0
1894,0
1895,1
1896,0
1897,0
1898,1
1899,1
1900,0
1901,1
1902,1
1903,1
1904,0
1905,1
1906,1
1907,1
1908,1
1909,0
1910,0
1911,1
1912,0
1913,0
1914,1
1915,1
1916,0
1917,0
1918,1
1919,1
1920,1
1921,1
1922,0
1923,1
1924,0
1925,1
1926,0
1927,0
1928,1
1929,0
1930,1
1931,1
1932,1
1933,1
1934,1
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,1
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,1
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,0
1968,1
1969,0
1970,1
1971,0
1972,0
1973,0
1974,1
1975,1
1976,0
1977,1
1978,1
1979,1
1980,1
1981,0
1982,0
1983,1
1984,0
1985,1
1986,0
1987,0
1988,1
1989,1
1990,1
1991,1
1992,1
1993,0
1994,1
1995,1
1996,0
1997,0
1998,0
1999,0
2000,1
2001,1
2002,1
2003,1
2004,1
2005,0
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,0
2015,0
2016,0
2017,1
2018,0
2019,1
2020,0
2021,1
2022,1
2023,0
2024,0
2025,0
2026,0
2027,1
2028,1
2029,1
2030,0
2031,0
2032,1
2033,0
2034,1
2035,1
2036,0
2037,0
2038,0
2039,1
2040,0
2041,1
2042,0
2043,1
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,1
2051,0
2052,0
2053,1
2054,1
2055,1
2056,0
2057,0
2058,0
2059,1
2060,1
2061,0
2062,0
2063,0
2064,1
2065,1
2066,0
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,0
2074,1
2075,1
2076,0
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,0
2086,0
2087,0
2088,1
2089,1
2090,0
2091,1
2092,0
2093,1
2094,1
2095,1
2096,1
2097,1
2098,0
2099,0
2100,1
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,1
2108,1
2109,0
2110,1
2111,0
2112,1
2113,0
2114,1
2115,1
2116,0
2117,1
2118,1
2119,1
2120,0
2121,1
2122,0
2123,1
2124,1
2125,0
2126,1
2127,0
2128,0
2129,1
2130,1
2131,0
2132,0
2133,1
2134,1
2135,1
2136,0
2137,0
2138,0
2139,0
2140,1
2141,0
2142,0
2143,0
2144,0
2145,1
2146,1
2147,1
2148,1
2149,1
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,0
2157,0
2158,0
2159,1
2160,0
2161,1
2162,1
2163,1
2164,1
2165,1
2166,0
2167,1
2168,1
2169,1
2170,0
2171,1
2172,0
2173,0
2174,0
2175,0
2176,1
2177,0
2178,0
2179,1
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,0
2187,1
2188,1
2189,1
2190,0
2191,0
2192,1
2193,0
2194,0
2195,1
2196,1
2197,1
2198,0
2199,0
2200,1
2201,0
2202,0
2203,1
2204,0
2205,1
2206,0
2207,1
2208,1
2209,0
2210,1
2211,1
2212,1
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,0
2227,1
2228,1
2229,0
2230,0
2231,1
2232,1
2233,0
2234,1
2235,0
2236,1
2237,1
2238,0
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,0
2248,1
2249,1
2250,0
2251,0
2252,0
2253,1
2254,0
2255,0
2256,0
2257,0
2258,0
2259,1
2260,0
2261,1
2262,0
2263,0
2264,1
2265,0
2266,0
2267,1
2268,1
2269,0
2270,1
2271,1
2272,0
2273,0
2274,1
2275,1
2276,0
2277,0
2278,0
2279,1
2280,1
2281,0
2282,1
2283,0
2284,1
2285,1
2286,0
2287,1
2288,1
2289,0
2290,1
2291,1
2292,0
2293,1
2294,0
2295,1
2296,1
2297,0
2298,0
2299,1
2300,0
2301,0
2302,0
2303,0
2304,1
2305,0
2306,0
2307,1
2308,0
2309,0
2310,0
2311,0
2312,1
2313,1
2314,1
2315,1
2316,1
2317,0
2318,0
2319,1
2320,1
2321,1
2322,0
2323,1
2324,0
2325,1
2326,1
2327,1
2328,0
2329,0
2330,1
2331,0
2332,0
2333,1
2334,1
2335,0
2336,0
2337,1
2338,1
2339,0
2340,1
2341,0
2342,1
2343,0
2344,0
2345,0
2346,0
2347,1
2348,1
2349,0
2350,1
2351,0
2352,1
2353,0
2354,0
2355,0
2356,1
2357,0
2358,1
2359,0
2360,0
2361,1
2362,1
2363,0
2364,1
2365,1
2366,0
2367,0
2368,1
2369,1
2370,0
2371,1
2372,1
2373,0
2374,1
2375,0
2376,0
2377,0
2378,0
2379,1
2380,1
2381,0
2382,0
2383,0
2384,0
2385,1
2386,1
2387,0
2388,0
2389,1
2390,0
2391,1
2392,1
2393,1
2394,0
2395,1
2396,1
2397,0
2398,1
2399,0
2400,0
2401,0
2402,1
2403,0
2404,1
2405,1
2406,0
2407,1
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,1
2420,0
2421,0
2422,1
2423,0
2424,0
2425,0
2426,0
2427,1
2428,1
2429,0
2430,1
2431,0
2432,1
2433,1
2434,1
2435,0
2436,0
2437,0
2438,0
2439,0
2440,1
2441,0
2442,1
2443,1
2444,1
2445,0
2446,0
2447,0
2448,1
2449,0
2450,0
2451,1
2452,0
2453,0
2454,0
2455,0
2456,0
2457,1
2458,0
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,1
2466,0
2467,0
2468,0
2469,0
2470,1
2471,0
2472,0
2473,1
2474,0
2475,1
2476,1
2477,0
2478,1
2479,1
2480,0
2481,1
2482,0
2483,1
2484,0
2485,0
2486,0
2487,0
2488,1
2489,1
2490,0
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,1
2501,0
2502,0
2503,1
2504,0
2505,0
2506,1
2507,1
2508,0
2509,1
2510,0
2511,1
2512,1
2513,1
2514,1
2515,0
2516,1
2517,1
2518,0
2519,1
2520,1
2521,0
2522,1
2523,1
2524,0
2525,0
2526,1
2527,1
2528,0
2529,0
2530,0
2531,0
2532,1
2533,1
2534,1
2535,0
2536,0
2537,1
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,1
2545,0
2546,1
2547,0
2548,0
2549,1
2550,0
2551,0
2552,1
2553,0
2554,0
2555,1
2556,0
2557,1
2558,1
2559,0
2560,1
2561,1
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,1
2569,0
2570,1
2571,0
2572,0
2573,1
2574,0
2575,1
2576,0
2577,0
2578,0
2579,1
2580,1
2581,1
2582,0
2583,1
2584,1
2585,0
2586,0
2587,1
2588,1
2589,0
2590,1
2591,0
2592,0
2593,0
2594,1
2595,1
2596,0
2597,0
2598,1
2599,1
2600,0
2601,0
2602,1
2603,1
2604,1
2605,1
2606,0
2607,1
2608,1
2609,0
2610,1
2611,0
2612,0
2613,1
2614,0
2615,1
2616,1
2617,1
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,1
2627,1
2628,0
2629,0
2630,0
2631,0
2632,0
2633,1
2634,0
2635,1
2636,1
2637,1
2638,0
2639,0
2640,0
2641,0
2642,1
2643,0
2644,1
2645,1
2646,1
2647,0
2648,0
2649,0
2650,0
2651,1
2652,0
2653,1
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,1
2662,0
2663,0
2664,1
2665,1
2666,0
2667,1
2668,1
2669,1
2670,1
2671,1
2672,1
2673,1
2674,0
2675,0
2676,0
2677,1
2678,1
2679,1
2680,1
2681,0
2682,1
2683,1
2684,1
2685,1
2686,1
2687,1
2688,0
2689,0
2690,1
2691,1
2692,1
2693,0
2694,0
2695,1
2696,1
2697,0
2698,0
2699,1
2700,1
2701,0
2702,0
2703,1
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,1
2711,0
2712,0
2713,1
2714,1
2715,0
2716,0
2717,1
2718,1
2719,0
2720,1
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,1
2728,0
2729,0
2730,1
2731,1
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,0
2739,0
2740,0
2741,1
2742,1
2743,0
2744,0
2745,0
2746,1
2747,0
2748,1
2749,0
2750,0
2751,1
2752,0
2753,1
2754,0
2755,1
2756,1
2757,1
2758,1
2759,1
2760,0
2761,1
2762,1
2763,1
2764,0
2765,1
2766,0
2767,1
2768,1
2769,0
2770,1
2771,0
2772,1
2773,0
2774,1
2775,1
2776,0
2777,1
2778,0
2779,0
2780,0
2781,0
2782,1
2783,1
2784,1
2785,0
2786,1
2787,1
2788,0
2789,0
2790,1
2791,0
2792,1
2793,1
2794,1
2795,0
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,0
2803,1
2804,1
2805,1
2806,1
2807,1
2808,0
2809,0
2810,1
2811,1
2812,0
2813,1
2814,1
2815,1
2816,1
2817,0
2818,0
2819,0
2820,1
2821,0
2822,1
2823,1
2824,0
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,0
2832,0
2833,0
2834,1
2835,0
2836,0
2837,1
2838,1
2839,0
2840,1
2841,1
2842,1
2843,1
2844,0
2845,1
2846,0
2847,1
2848,1
2849,1
2850,0
2851,0
2852,0
2853,0
2854,1
2855,1
2856,0
2857,0
2858,1
2859,0
2860,1
2861,0
2862,1
2863,0
2864,0
2865,1
2866,1
2867,0
2868,1
2869,0
2870,1
2871,0
2872,1
2873,1
2874,1
2875,1
2876,0
2877,1
2878,1
2879,1
2880,1
2881,0
2882,0
2883,1
2884,0
2885,0
2886,0
2887,1
2888,1
2889,1
2890,0
2891,1
2892,0
2893,0
2894,1
2895,1
2896,0
2897,1
2898,0
2899,0
2900,0
2901,1
2902,0
2903,1
2904,1
2905,1
2906,0
2907,1
2908,0
2909,1
2910,1
2911,1
2912,0
2913,0
2914,1
2915,0
2916,1
2917,0
2918,0
2919,0
2920,0
2921,1
2922,0
2923,1
2924,0
2925,0
2926,1
2927,1
2928,1
2929,1
2930,1
2931,1
2932,0
2933,1
2934,1
2935,1
2936,0
2937,1
2938,0
2939,1
2940,0
2941,0
2942,0
2943,1
2944,1
2945,0
2946,1
2947,0
2948,1
2949,0
2950,1
2951,1
2952,1
2953,1
2954,0
2955,1
2956,1
2957,0
2958,0
2959,1
2960,1
2961,0
2962,1
2963,1
2964,0
2965,1
2966,1
2967,0
2968,0
2969,1
2970,0
2971,1
2972,0
2973,0
2974,1
2975,0
2976,0
2977,0
2978,1
2979,0
2980,0
2981,1
2982,0
2983,1
2984,1
2985,0
2986,0
2987,0
2988,1
2989,1
2990,1
2991,1
2992,0
2993,0
2994,1
2995,0
2996,0
2997,0
